wineId	country	description
100559	Greece	Earthy spice and red berry aromas lead this sturdy pour from Drama. On the palate, full-bodied flavors are balanced by a mineral edge. A good every day rosé that will match lamb and beef dishes well.
100706	Hungary	This gold-colored Furmint has aromas of lemon grass, pink grapefruit juice and quince. In the mouth there are flavors of peach, violet, vanilla and toasted almond.
101074	Greece	Aromas of red fruit, vanilla and cigarbox start this Cabernet Sauvignon from Greece. Its flavors are rich but balanced—cinnamon, cedar, cherry and savory spice—and the wine finishes clean and dry. Elegant with ageable potential.
101323	Greece	Vanilla, strawberry and cherry on the nose leads into a spicy but balanced blend of fresh and fruity flavors. The wine offers ample minerality so it's clean on the tongue. Delightful and flirty, and good with fruit desserts.
101465	Greece	Notes of orange and lemon preserves on the nose lead into flavors of orange, lemon and vanilla on the palate. It finishes with a touch of spice.
101471	Greece	Leather, spice, red fruit and smoke notes characterize this red blend. Dry and fresh, it will pair nicely with dried meats or tomato-based dishes.
101531	Hungary	Luscious, ripe black-fruit and sweet spice notes are gorgeous on the nose and palate of this penetrating, yet impeccably structured wine. Rippling minerality and bright acidity balance out the bold flavors, hefty alcohol and big, chunky tannins. This is intense from start to finish.
101676	Hungary	This well-made dry Furmint has a complex bouquet of citrus flowers, apple blossom and freshly cut white peach. In the mouth, there are flavors of peach, pineapple and passion fruit that dance on your tongue before the crisp acidic finish.
102013	Greece	This fresh but spicy Chardonnay starts with tropical fruit, citrus and floral aromas leading into a great fruit and acid balance. The minerality keeps the wine fresh and lifted, giving it a food-friendly edge. A great go-to white.
102020	Greece	The nose on this red starts with a slightly medicinal cherry cola nose, and a touch of smoked meat. On the palate, cherry, red berry and cigarbox flavors are carried by a lively acidity. Fresh and balanced, it will pair well with grilled meats, stews.
102030	Greece	Rustic, with a spin of smoke, this red has a nose of green herbs, black cherry and smoke, and flavors of dried herb, red berry and tobacco. Masculine and focused, it's perfect for spicy meat dishes and stews.
102141	Slovenia	This Slovenian Ribolla Gialla has aromas of peach and vanilla, with flavors of freshly baked peach pie, canned apricots and green apple. It is soft on entry, rounded in the mouth and shows good minerality on the finish.
102709	Hungary	Offering great bang for the buck, this late-harvest selection leads with seductive aromas of caramelized apricot and baked apple. It has flavors of freshly baked pear, apple tart and honeycomb, with a creamy mouthfeel and balanced acidity that lifts the palate.
102896	Greece	Brisk and fruity but with a distinctive note of spice and pear, this Moschofilero offers approachable, ripe-fruit expression with an exotic edge. Pair with grilled seafood, Chinese cuisine or fruit salad.
103327	Croatia	High-toned notes of bruised apples and fresh figs waft from this dry, medium-bodied Croatian Malvasia. Savory in profile, the palate is tinged with hints of tinned apple juice concentrate.
103333	Slovenia	Golden yellow in color, this Slovenian wine made from the Ribolla Gialla grape shows pretty apple and pear notes, but a distinctly savory profile as well, with hints of smoke, toasted hazelnut skins and oxidization.
103337	Croatia	Aromas of superripe red fruit and charred wood match the soft mocha and red fruit flavors on this Croatian red made from the Teran grape. Finishes a bit sour with mouth-puckering acidity and tannins.
103740	Hungary	This zesty dry Furmint leads the way with aromas of lemon juice and freshly cut pineapple. It has delightful flavors of apple, peach and Bartlett pear with a nice amount of heft on the palate. There's a great deal of minerality and the finish is creamy and brisk at the same time.
103754	Hungary	This dry Furmint hails from one of Tokaj's most famous vineyards—the Saint Thomas vineyard in the town of Mad. It has a complex bouquet of honeysuckle, mango blossoms and lemon flowers that lead to flavors of lemon rind and white peach. It is well balanced and has a crisp, clean finish.
103796	Slovenia	This fascinating blend of biodynamically farmed Malvasia, Ribolla and Welschriesling balances savory smoke and toasted wood notes with sweet elements of apple, lemon and cream. Fermented with indigenous yeast, it's a richly textured wine with deep complexity.
103885	Greece	This juicy red has a nose of cedar spice and prunes on the nose, and flavors of toasted nuts, plum and cherry on the palate. Overall, the wine has a more fruit-forward character than many Greek reds and will pair well with pizza, grilled meat or ripe cheeses.
103890	Greece	Honey, lemon and an herbal spin on the nose give this wine a distinctive start. Flavors of clean, zesty citrus and a spin of ripe melon add to the elegance. Easy to drink but elegant.
103897	Hungary	This straw-gold late harvest wine has aromas of apricot and pear juice with delightful flavors of pear, apple cider and vanilla bean. There is a nice balance of sweetness and acidity.
103967	Hungary	This Hungarian Blauburger is garnet in color, with aromas of cranberry, pomegranate and forest floor. It has flavors of sweet cherry and cranberry and a tart finish.
104127	Greece	This white blend of Malagousia and Moscholfilero starts with aromas of bright citrus, tropical fruit and a hint of musky spice. On the palate, it's a creamy blend of tropical fruit and peach, though slightly clumsy. The wine finishes with a spicy spin.
104132	Greece	This wine starts with aromas of black pepper, anise and grape candy followed by a combination of wild cherry, cocoa and pepper on the palate. A soft character with a slight kick. Pair with poultry, cheese, pork.
104839	Greece	Notes of savory meat, anise, crushed black pepper and balsamic on the nose are followed by elegant waves of ripe red fruit and smoke on the palate. A successful balance of rich fruit and a briny, spicy backbone, this is a red that's very good consumed on its own or paired with grilled meats.
104846	Greece	A soft lemon note mingles with touches of spice, sea salt and ripe white fruit on the nose of this snappy but sophisticated Moschofilero. Clean, fresh and spicy white-fruit flavors and a pert finish give this wine poise, but there's still enough fruit to add dimension. It's versatile with food, too.
104956	Slovenia	Light amber in color, this five year old Sauvignon Blanc has aromas of caramelized pear and grilled pineapple. This style of wine pairs perfectly with strong, earthy cheeses.
105179	Hungary	Though this dessert wine is already excellent, it's quite exciting to imagine how good it will be as its delicate flavors mingle over time. Made by the Szepsy family, whose roots go centuries (perhaps 1,000 years) deep in Hungary, the wine starts with a dense, slightly musky but floral nose. On the tongue, apricot, honey and spice mingle in a rich, opulent union, buoyed by a sparkling acidity that keeps the wine light and pretty.
105232	Greece	This blend of Roditis and Moscofilero offers floral, flirty aromas and a palate that's both fresh and layered. Flavors of lemon, violet and orange are rounded but balanced by lively acidity.
105351	Greece	This blend of Cabernet Sauvignon and Merlot has aromas of coffee, black cherry and dark chocolate. It is tart in the mouth, with flavors of cherry and red raspberry.
105450	Greece	Smoked sausage, raspberry and cherry spice start this exuberant red blend. The wine has an overall spicy character and a bigger, open style. Easy drinking and fun, pair it with grilled ribs or duck.
105778	Greece	This offers aromas and flavors of plum, savory spice and cigarbox, with an overall dry and focused character. A smoky spice note finishes the wine. Pair this with grilled lamb, pizza or steak.
105940	Greece	This Muscat offers luscious honey, lemon and tropical fruit on the nose, with viscous waves of lemon, pineapple and warming spice on the palate. Not overly complex but certainly appealing. Pair with creamy cheeses and fruit.
106085	Greece	Soft aromas of lemon blossom, flower and citrus lead into appealing flavors of citrus, sea salt and spice. It's not an overly complex white but does not need to be. Enjoy this with grilled seafood, vegetables and fruit.
106143	Greece	Refined aromas of toasted vanilla, spicebox, plum and tobacco are followed by vibrant waves of cherry, olive, dried herb and tobacco. The wine is elegant but has soul.
106287	Greece	Anise, black cherry and allspice aromas give this Cabernet/Agiorgitiko blend a sultry start. On the palate, flavors of smoke, cedar, cherry and spice are integrated and smooth. A wine with panache and indigenous character.
106288	Greece	This Viognier is a combination of peach and honeyed spice on the nose and palate. Refreshing but with a round, fragrant curve, the wine has a velvety texture and finishes with a spin of peach and tropical fruit.
106292	Greece	This fumé has a zesty character, with aromas of tropical fruit and flowers and fresh, fun flavors of peach, citrus and pineapple. The oak offers spice for added character, and clean acidity makes it a great find for fresh, summer meals.
106438	Greece	Round, pretty floral aromas lead into fresh, clean and spicy flavors on the palate. A hint of opulent sweetness is cut by spice and dryness. An appealing everyday wine at a go-to price.
106443	Greece	This flirty white is a perfect beach or patio wine, with its clean floral aromas and flavors and pronounced acidity. Balanced body and a pretty finish give it extra elegance.
106648	Hungary	Hints of baking spice, smoke and black coffee add kick to the sweet black-plum and cherry flavors on this full-bodied red blend. It's a big, luscious wine, with abundant vanilla and toasted oak notes, but hints of fresh herb and peppery black spice add balance.
107288	Hungary	Enticing aromas of pear and white peach set the stage for flavors of peach nectar and slightly tart white plum. This wine is full in the mouth with a bright citrus note on the finish.
107550	Hungary	This dry Hungarian wine is made from Muscat Lunel. It has sweet tart candy, dried basil, rosemary and lemon blossom aromas. On the palate, expect dried Mediterranean herb, lemon zest and white peach flavors.
107621	Greece	This light-bodied wine offers a fruity nose of cherry and raspberry and fresh flavors of strawberry, cherry and a touch of herbs. Balanced but with assertive style, the wine is perfect for spicy cuisine or burgers.
107653	Greece	Pineapple and lime peel start the nose of this layered Assyrtiko. On the palate, it unfolds with a combination of lemon peel, grapefruit and sea salt. This wine can age for several years but is good to drink now; pair with lamb, fresh fish or Asian cuisine.
108545	Greece	This Sauvignon Blanc and Roditis blend shows how successful the combination of indigenous and international varieties can be. Enticing aromas of peach, melon and a touch of apple are followed by a vibrant balance of flavors—fresh flowers, summer fruits and spice. Minerality keeps the wine dancing on the palate. Great on its own or paired with fish, salads, cheeses.
109981	Hungary	This 100% Kekfrankos has characteristic aromas of red raspberry, pomegranate, green pepper and forest floor. In the mouth there are flavors of dried cranberry, tart cherry and a touch of jalapeño pepper. Tannins are soft and the finish is pleasantly acidic.
110237	Greece	A pretty floral nose starts this fortified dessert wine from Limnos, made with Moscato. Easygoing sweet, floral flavors are rich and unfolding. Pair with creamy cheeses or rich desserts.
110293	Croatia	Tart sour-cherry and preserved plum flavors add freshness to this bold, spicy blend of three Croatian grape varieties. Ruddy hints of chocolate, hay and leather combine with bold tannins on the midpalate, driving the finish that's surprisingly delicate and chalky.
110572	Greece	Aromas of pineapple, white fruit and apple start this likeable white from Santorini. Citrus, tropical fruit and apple flavors on the palate are fuller bodied but still lively. A solid white for everyday enjoyment.
110856	Hungary	Savory notes of hazelnut skin and smoke are countered by crisp white-peach and tangerine flavors on this brisk, refreshing Pinot Gris. Dry in style with zesty acidity, it finishes on a faintly astringent note of lemon skin. Drink now.
111212	Croatia	Light yellow in color, this has heady aromas of elderflower, white lemon blossom and freshly picked basil. There are touches of vanilla and honeycomb on the palate, with fresh stone fruit flavors. It's well-balanced, with an energetic acidic finish.
111409	Greece	A refreshing nose of menthol, cloves, spice and cherry lead this alluring red. Soft, integrated flavors of cherry, vanilla, forest berries and pepper follow. Gentle tannins and an overall classic character add to its pretty appeal. An elegant sip.
111411	Greece	A lovely, aromatic nose of flowers, fresh white fruits and citrus leads this delicate white. Crisp acidity and a touch of richness give the wine both complexity and a food-friendly edge. Pair with richer seafood dishes or enjoy this one alone.
111418	Greece	Blueberry, pepper and cedar aromas and flavors dominate in this structured, elegant red. The wine finishes long with spice and dark cherry notes. A collectible wine that will pair well with poultry, game.
111817	Greece	The exotic, slightly sweaty nose of this Sémillon-Assyrtiko blend mean it's going to stand out, and the rich, creamy tropical fruit flavors on the palate confirm it. A little heavy and slightly showy, the wine still has a great texture and an appealing spicy wood finish.
112011	Greece	This red starts with aromas of dried forest fruit, crushed herbs and red fruit, and on the palate, classic, elegant waves of dried fruit, spice and black pepper. Spicy and dry but softened at the edges by cherry fruit, it's a classy red with versatile pairing ability.
112132	Greece	Coffee, mocha and spice aromas are followed by flavors of violet, coffee, red berries and spice in this rich, complex Greek red. The finish is dry and spicy. Pair with lamb, semi-hard cheeses, beef.
112313	Greece	Candied mint and brine on the nose are followed by pineapple and white peach fruit on the palate. An interplay of brisk acidity and exotic fruit give it a distinctive character. Pair with grilled fish, spicy cuisine.
112327	Slovenia	Aromas of white flowers and ripe banana lead the way to flavors of tart green apple and melon. The finish is pleasant but slightly acidic.
112421	Greece	This vivacious white is a beach pour with class. Fresh lemon zest and floral aromas and a combination of white fruit, minerals and citrus on the palate are lively and light, but the wine has some weight behind it.
112516	Slovenia	This blend of 40% Furmint, 40% Pinot Gris and 20% Riesling has aromas of pineapple, lychee fruit and fresh herbs. It's thin and racy in the mouth with flavors of mango, apple and guava.
112614	Greece	Coffee, cocoa and red cherry lead on the nose of this solid red. On the palate, dark chocolate, black pepper and red berries are approachable and smooth. Overall, the wine is a great everyday red with food pairing qualities. Think burgers, ribs or lamb.
112949	Slovenia	Medium straw in color, this wine has aromas of caramelized pineapple and Banana's Foster. It conveys flavors of tart apple cider and freshly sliced Honeycrisp apple. The finish is pleasantly acidic, with a bright splash of acidity in the post palate.
113123	Slovenia	This Slovenian sparkling wine is made from 100% Ribolla Gialla in the Charmat method. It has aromas of green apple, brioche, toast and hazelnut. In the mouth, the bubbles are pleasant and prepare your palate for flavors of apple, hazelnut and toasted almond.
113461	Hungary	This dry Furmint has beeswax, freshly cut peach, ripe apricot and lemon blossom aromas. The palate recalls apricot and peach, with a pleasantly tart finish.
113886	Greece	A pretty, expressive nose of fresh flowers, citrus and kiwi gives this Assyrtico added appeal. On the palate, slightly sweet tropical fruit and flowers will appeal to fans of a less bracing style of white. Pair with poultry, fruit.
113887	Greece	The nose stands out on this Greek Syrah, with its elegant waves of anise, blackberry and cinnamon. Flavors of blueberry, cedar and pepper are fresh and focused. Easy-drinking and a good solo sipper.
113898	Greece	This ancient variety marches to the beat of its own drum, with aromas of spearmint, citrus and sea salt and flavors of mint, dried herb and lemon. Balanced acidity and an overall rounded fruit character means it goes well with a variety of dishes, from grilled sardines to creamy poultry dishes.
113899	Croatia	Savory in style with notes of smoke and black tea leaves on the nose, this full-bodied dry Welschriesling is vibrant on the palate with fresh apples and herbs. Strikingly high in acidity but finishes on a pleasantly tart apple skin note.
113902	Croatia	Notes of sweet blueberry and blackberry jam entice on the nose and palate of this light to medium-bodied blend of Cab and Blaufränkisch. Soft on the palate with a core of sweet black fruit, it's balanced by smooth tannins, bright acidity and just a hint of bramble and wood. Surprisingly long on the finish.
113945	Hungary	This Hungarian white blend is composed of 65% Furmint and 35% Hárslevelu and has aromas of citrus blossom, dried Mediterranean herbs and fresh sage. It has flavors of grapefruit rind and fresh lemon juice. The finish is lively, bright and pleasantly acidic.
113950	Hungary	This semisweet late harvest Hungarian wine has aromas of apricot, caramelized pear and pear tart. There are lovely flavors of canned apricots, sweet ripe pear, white flowers and honeycomb. The finish is sweet but has balanced acidity.
114233	Slovenia	This Slovenian Cabernet Sauvignon has aromas of bramble, pencil lead and red plum. It is soft on entry into the mouth with flavors of black plum, black raspberry and a soft, sweet tannic finish.
114482	Slovenia	Ripe and rich in texture, this powerful Slovenian Cabernet balances a bold black-cherry flavor with loads of savory dried herb, graphite and reverberating acidity. There's a nervous quality about this wine that could smooth out with a good decant, or a few more years in a cellar.
114510	Greece	Mocha, raspberry, sour cherry and spice are the focus of this plucky red from Skouras. The wine has focus and a masculine edge, and should pair well with dried meats, spicy pasta sauces and salty cheeses.
114789	Greece	Citrus, tropical fruit and a crisp minerally burst give this dry white a unique flair. Overall, the wine is clean and light—a great cohort to grilled fish or Mediterranean cuisine. Classic and elegant with a terroir-driven edge.
114790	Greece	This unfolding white offers lemon and oaky spice on the nose and palate, with rounded, silky flavors and a spicy finish. A bit bigger and richer, it can handle bigger dishes—think lobster, oysters, cream dishes.
114888	Hungary	Opulent and elegant, this brilliant deep-gold Tokaji has aromas of vanilla caramel, crème brûlée and candied apricot. On the palate, crisp acidity clears the path for flavors of preserved apricot and candied apple. It's full and round in the mouth, and delightful on its own or served with cheese.
114908	Greece	Grapefruit and orange peel aromas are followed by a balance of white peach and lemon on the palate. Brisk but fuller-bodied, the wine has a viscous mouthfeel that finishes clean. This is a food-friendly wine to pair with fresh fish and poultry.
115235	Greece	This Cabernet Franc, Merlot and Agiorgitkio blend is both authentic and versatile, with aromas of strawberry, cinnamon and cedar and robust flavors of mocha, cigarbox and red cherry balancing a firm acidity. A touch of smoke and leather adds earthy appeal. Pair with burgers or grilled lamb.
115368	Slovenia	This Slovenian red blend of 40% Cabernet Franc, 30% Cabernet Sauvignon and 30% Merlot has aromas of raspberry, cherry and a touch of green bramble. In the mouth, there is balanced acidity with flavors of cherry pie and dried plums. The finish is persistent with grippy tannins.
115486	Greece	A dancing nose of lemon and white flowers leads this fun, refreshing white from Greece. On the palate, clean and crisp citrus flavors and good acidity make it an ideal cohort for grilled seafood and salads. Versatile and a great go-to white.
116172	Greece	Blackberry, plum and savory meat aromas give this red an earthy, visceral appeal. On the palate, bright fruit, acidity and brooding spice strike a delicious balance: think smoke, clove, and leather notes. This is a wine that's elegant and easy to like.
116303	Greece	A luscious nose of chocolate-covered cherries and black pepper start this delicious Kostifali from one of Crete's wine champions. On the palate, ample flavors of black cherry, cocoa and soft spices give the wine equal parts heft and finesse. This wine has more aging life in it but is excellent now.
116382	Greece	One of the two most commercially important red grapes grown in Greece, Agiorgitiko is a light, lively variety that does especially well in the Pelopponese, where Papagiannakos is located. This wine exhibits a nose of playful spice and appetizing flavors of red berry and black currant. Mellow and balanced, it will pair well with heartier meat dishes as well as tomato-based pastas and poultry.
116805	Greece	This semi-dry rosé offers strawberry, rhubarb and a touch of medicinal spice on the nose, followed by strawberry and sweet cherry on the palate. A hint of spice livens things.
116809	Croatia	Both the nose and palate of this medium-bodied Plavac Mali are soft and pulpy with overripe red fruit accented by the scent of golden hay. Bright acidity in the midpalate adds freshness, and moderate tannins are mouthcoating with a soft, powdery grain.
116828	Hungary	This late harvest wine from Hungary is comprised of Furmint, Hárslevelu and Muscat. It has aromas of acacia flower and pear, with flavors of apricot, pear juice and dried rosemary. The finish is pleasantly sweet without being too cloying.
116865	Greece	A lovely golden color invites with this rich dessert wine from Samos. Lemon, honey, spice and flower aromas lead into smooth, balanced flavors of cinnamon, orange and honey, finishing off with a spicy spin. Acidity keeps the wine from being too heavy. A delicious solo sip, but pair with cheeses and desserts for added appeal.
116878	Greece	Honey, flowers and citrus aromas are pronounced and pretty in this Chardonnay. Rounded honey, citrus and toasted flavors are balanced and buoyed by acidity, freshness and spice. A very nice everyday white that's both elegant and easygoing.
117039	Greece	Brisk lemon and lime peel aromas are followed by delicate flavors of grapefruit, white peach and sea salt in this sophisticated white. Elegant and exotic, it has an ageable character and a versatile, food-friendly style. Beautifully rendered and a testament to Santorini terroir.
117648	Greece	This integrated red from Greece's premium red wine country offers all of the hallmarks of the variety but is still pleasing to the international palate. Aromas of tobacco, anise, cherry and smoke lead, followed by spicy but balanced flavors of coffee, smoke, dark berries and pepper. Can age but good to drink now. Pair with heartier dishes.
117650	Greece	A memorable array of black cherry, cocoa, raspberry and currant starts this Cabernet from Greece. On the palate, lots of hickory smoke, pepper and coffee are rounded by blackberry. Rich, savory and lingering, the wine has a serious edge that will pair well with serious dishes: think steak, lamb.
117673	Greece	Vibrant tropical fruit and citrus on the nose start this poised white from Greece. Pineapple, lemon and banana flavors are balanced by refreshing acidity and minerality. Overall, the wine is a delicious blend of fresh and fruity. A great find.
117685	Greece	This is a variety Gerovassiliou does very well, with its aromas of pear, peach and lemon and its creamy but crisp flavors of pear, citrus and peach. The wine has weight without losing its delicate touch, and balanced acidity gives it a food-friendly edge. A great summer white wine.
117688	Greece	Smoke, cinnamon, cherry and strawberry aromas start this impressive blend with style. On the palate, cinnamon, tobacco and black cherry flavors are balanced with a clean acidity and a touch of sweet spice. Overall, an integrated red with focus.
117762	Slovenia	Notes of mint and thyme add savory tones to bright, pristine flavors of cassis and black cherry in this blend of Merlot, Pinot Noir and Cabernet Sauvignon. Structured and full bodied, this has warm oak tones and striking acidity. It's delicious now, but it should continue to develop over the next five years.
117998	Slovenia	This blend of 40% Ribolla Gialla, 30% Chardonnay and 30% Sauvignonasse has aromas of freshly cut grass, lemon grass and white peach. It is clean and bright in the mouth with flavors of peach, apple, pear and apricot.
118016	Greece	This dessert wine offers rich aromas of spice, flowers and burnt orange/citrus, followed by opulent waves of honey, flowers and butterscotch. Pretty and a good pairing with cakes, fruit and cheeses.
118173	Slovenia	Rebula is known in Slovenia as “The Queen Of Brda.” This orange wine has aromas of toasted hazelnuts, black Chinese tea and mulled citrus rind. It's fermented with its skins and barrel aged for two years. A pleasant nutty oxidative character characterizes the finish. It would make any wine geek proud to pair it with a juicy steak.
118174	Slovenia	Sivi Pinot is the Slovenian name for Pinot Gris and this will delight oenophiles looking for a new orange wine. It's pinkish brown in color due to two years of barrel aging and has aromas of peach cobbler and freshly baked piecrust. Smooth in the mouth, it discloses pronounced flavors of custard and crème brûlée. Think about pairing it with some of your strongest and ripest cheeses.
118976	Slovenia	Honeyed on the nose with bursts of ripe yellow peach and apricot, this dry, full-bodied Sauvignon is similarly soft and fruity on the palate. Fresh green floral and herb notes add vibrance to a moderately long finish.
118981	Croatia	Soft and sweet on the nose with scents of cherry pie, vanilla and spice, this unusually light-bodied Plavac Mali is fresh and vibrant with a bright red fruit core and zippy acidity. There's a tinge of green on the midpalate, but soft, furry tannins and the sour cherry finish are pleasant.
118984	Greece	Buttery spice and fresh citrus aromas lead this likeable white. Sea salt, graphite and ripe oranges on the palate offer crisp yet rounded flavors. A spicy finish seals the deal. Pair with fresh fish, fruit.
119259	Greece	This native white (70% Roditis and 30% Batiki) blend offers a zippy but floral nose and flavors of lemon, oregano and flowers on the palate. Fresh acidity and rich fruit flavors add up to a delightful, approachable white with character. Pair with lighter seafood and poultry dishes.
119275	Greece	This white blend starts with a nose of toasted spice and lemon peel, leading into a fresh, citric character heavy in minerality. Clean and lively, it's a great choice for spicy dishes or drinking on a hot day.
119330	Croatia	This Croatian white has delightful aromas of pineapple, tropical fruits and fresh cut honeycomb. It's round and generous in the mouth, with flavors of guava and lime rind that lead in to the clean, astringent finish.
119348	Greece	Grown in the upland vineyard of Pyrgos, this Assyrtiko offers citrus and spice aromas and a full-bodied flavor profile. Citrus, vanilla and minerals dominate the palate. Air with more robust vegetable or fish dishes.
119351	Greece	Cedar, cinnamon and black cherry aromas offer friendly and generous appeal here. The wine is fruit-forward and friendly with blueberry, black cherry and pepper on the palate. An easy drinking but elegant choice.
119582	Greece	Aromas of apricot, tropical fruit and spice lead this refreshing and expressive white. On the palate, it tastes floral, with a thread of honeyed sweetness, but the acidity gives it bounce. Fun and friendly.
119792	Hungary	Nuances of white flowers lead you in to aromas of pear and pineapple and flavors of grapefruit, green apple and pear. The finish is mineral driven and delightful.
119798	Hungary	A blend of 65% Furmint and 35% Hárslevelu, this Hungarian white has aromas of apricot, peach and pear. In the mouth, there are flavors of canned peaches, fresh white peach and pear with a crisp finish.
119803	Hungary	This dry Furmint has aromas of caramelized pineapple, citrus blossom and peach with flavors of apricot, grapefruit and lemon lime. There is pleasant brightness in the crisp finish.
119821	Greece	Exotic aromas of spice and herbs are followed by a fresh fruit palate and a peppery finish in this appealing and playful white.
119825	Greece	Dried cherry, crushed herbs and a spin of cocoa is the first whiff of this poised and meaty wine. Fresh cherries, olives and cinnamon on the palate are integrated and unfold into a lingering finish. This wine begs for a juicy steak or lamb stew.
120139	Croatia	This sweet red wine shows aromas of toasted hazelnut and ripe plum on the nose. The nutty character continues to the palate, with additional tones of chamomile tea and aromatic herb.
120161	Greece	Aromas of mint, cedar and spices are followed by medium-bodied vanilla and berry flavors in this approachable red from Greece. The dry-style red offers good acidity and balance and will pair well with dishes of the Mediterranean—think olives, grilled lamb, moussaka.
120684	Greece	This full-bodied Assyrtico offers aromas of pineapple, citrus and spice on the nose, while the palate brings layers of fruit, minerals and lemon. Delicious with a good acidity, imagine this white with grilled chicken or fish.
120689	Greece	This refined Malagouzia starts with a fleshy peach and melon nose, followed by pronounced flavors of peach, citrus and spice on the palate. Balanced and pretty, the fruit tones linger on the finish.
120727	Greece	Lemon zest, lime and melon aromas lead this elegant white blend. Zesty citrus and lush melon on the palate offers a refined character that is nonetheless fine for everyday enjoyment. The finish is expressive and slightly floral.
120786	Hungary	Hints of sweet pastry and rising bread entice on this refreshing, dry, yet honeyed sparkling wine made from Tokaj grape varieties. It's brisk on the palate, with a clean cut, but it has all of the waxy, floral qualities of a sweet Tokaj wine. Fantastic now, but it could be even more glorious with five more years in the cellar.
120805	Greece	Mushroom, cedar and smoke on the nose leads this Mandilari from Crete. Often used as a blending grape, here it offers approachable aromas of jasmine, anise and cocoa with flavors of berry, plum and spice. The wine has good structure and balance, and can age for several years.
120902	Greece	Lemon, orange blossom and rose aromas start this exotic and refreshing wine. On the palate, bright flavors of citrus mingle with melon and pepper. Easygoing but distinctive.
120903	Greece	Black cherry, currants and plums on the nose lead into a delicious balance of olive, plums and herbs on the palate. Dried currants, crushes stone and leather are also in the mix, with a chalky finish keeping the wine on track. Keep this one in the cellar or drink now with lamb or olive tapenade.
121104	Slovenia	Earthy with hints of roasted nuts and dried herb, this is a uniquely savory Sauvignon that would pair well with herb-accented fowl and fish. The palate is round and rich, but balanced with brisk lime acidity and a characteristic grassiness on the finish.
121195	Greece	Thyme and crushed herbs on the nose of this red lead into flavors of sweet spice, smoked meat and boysenberry. The wine has an exotic spin and a balanced overall character. Elegant and distinctive.
121522	Slovenia	Aromas of black cherry and smoked meats lead to tastes of black cherry and vanilla. It is soft both on entry and finish.
121719	Greece	Vanilla, orange marmalade and butterscotch aromas intrigue in this more voluptuous white. On the palate, flavors of butterscotch and orange peel are unique but the white could use a touch more balancing acidity. Overall though, this is a unique everyday wine.
121721	Greece	Simple but satifisfying, this wine exhibits good fruit, pretty aromatics and a spicy kick. It's a little out of focus and lacks acidity, but overall, this is a pleasing everyday white.
121722	Greece	Cigarbox, cinnamon and clove aromas are followed by pepper, tea leaf and cherry on the palate of this traditional-style Agiorgitiko. Subtle and a bit spicy, this should pair well with brick-oven pizza with tangy cheese or lamb kebabs.
122046	Greece	Sea salt and fresh white flowers lead the nose of this light, aromatic white. On the palate, the wine is focused and fresh, with a swash of sea salt and clean, brisk fruit on the finish. Pair with grilled seafood and salads.
122099	Greece	This 100% Assyrtiko Retsina shows the versatility of this variety and will challenge the modern wine drinker's perception of the traditional pour. Intense aromas of lime and lemon mingle with a spin of crushed thyme, honey and vanilla. On the palate, vibrant fruit and a flinty minerality prevail. The wine finishes long and clean. Pair with fatty fish like lobster or fried sardines.
122237	Hungary	This cherry-colored wine offers the nose baking spice, tart cherry and black peppercorns. It has a medium body with nice minerality and flavors of blueberry jam, tart cherries and dried violets.
122329	Hungary	This Furmint from Tokaj has enticing aromas of lemon, grapefruit peel and vanilla bean. There are lively flavors of lemon curd, dried sage and caramelized apricot in the palate with balanced minerality in the finish.
122363	Croatia	Bright cherry, red plum and vanilla notes are well pronounced in the nose and on the palate. There's a touch of cherry-vanilla soda as well. The finish pops with a bright persistence of fruit.
122376	Slovenia	Zesty and full bodied, this has delightful aromas of freshly mowed lawn, lemon pith and grapefruit zest. It's clean, crisp and somewhat astringent on the palate, making this a great wine to pair with raw clams and oysters.
122738	Croatia	While bold and rich with a concentrated black fruit character, Korta Katarina's Plavac Mali is also wonderfully expressive with glimmers of rose petal, espresso and chocolate under a spray of raspberry perfume. Big, ripe tannins subside with aeration to a smooth, finely grained texture, finishing on a delicious black cherry and vanilla note.
122837	Greece	Smoke, cedar and plum aromas are followed by a focused palate of pepper and berry flavors. Poised and sophisticated, this wine is great for fans of drier style reds.
122841	Greece	Peach, pear and lemon on the nose start this cheerful white from Alpha Estate. On the palate, it offers some complexity of exotic fruit and with a vein of acidity. Soft overall in profile, this wine is easygoing and enjoyable.
122843	Greece	Bright aromas of citrus and tropical fruit give this easygoing white an easy appeal. Balanced and fresh, it's an elegant wine that will pair well with grilled fish and salads.
122882	Greece	This elegant wine typifies Moschofilero's alluring nature, with an opulent nose redolent of rose, violet and citrus, and fresh and elegant flavors of melon and lemon.
122964	Greece	This appealing red starts with a nose bursting with exotic tobacco, cocoa and red berries, followed by a juicy palate of black fruit, cocoa and sweet smoke. The oak is obvious here, offering vanilla and spicy notes, but the round fruit character keeps the wine in check. Elegant and fun.
123128	Greece	The alluring perfume of Traminer leads on this pretty wine, whose subtle and refreshing lemon/citrus flavors are delivered with a touch of flowers. Though a bit lean, the wine has a nice fruit profile and will pair well with spicy cuisine such as Indian or Thai.
123819	Slovenia	This has ebullient aromas of cherry blossom, grapefruit and yuzu peel. Structurally complex, this has concentrated flavors of sour plum and pink grapefruit. It's brisk with acidity, and there's a lavish minerality that lingers long on the finish.
